stoxxId,name,owner,totalPatents,technologyName,technologyCode,totalPatentsInTechnology,worldClassPatentsInTechnology,specialisation,environment,environmentWorldClass
649926,EconsightEnergyPatent,Kyocera Corp,23808,Green-Blue Methanol Production,NULL,1,1,0,982,173
649926,EconsightEnergyPatent,Kyocera Corp,23808,"Porous Carbon Electrode, Anode",NULL,8,1,0.0003,982,173
JP307I,EconsightEnergyPatent,Kyokuto Kaihatsu Kogyo Co Ltd,521,Batteries in Mobility,NULL,3,NULL,0.0058,3,0
JP307I,EconsightEnergyPatent,Kyokuto Kaihatsu Kogyo Co Ltd,521,Battery Charger For Vehicle,NULL,3,NULL,0.0058,3,0
649374,EconsightEnergyPatent,Kirin Holdings Co Ltd,1063,Hydrogen Generation and Storage,NULL,2,NULL,0.0019,2,0
649750,EconsightEnergyPatent,Kubota Corp,9144,Batteries in Mobility,NULL,205,12,0.0224,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,Batteries in Stationary Applications,NULL,1,NULL,0.0001,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,Battery Charger For Vehicle,NULL,111,5,0.0121,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0001,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,Fuel Cell Manufacturing,NULL,5,NULL,0.0005,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,Fuel Cells in Mobility,NULL,20,1,0.0022,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,Hydrogen Generation and Storage,NULL,7,NULL,0.0008,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,Green-Blue Hydrogen Production,NULL,2,NULL,0.0002,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,1,NULL,0.0001,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,Hydrogen Fueling Stations,NULL,1,NULL,0.0001,230,13
649750,EconsightEnergyPatent,Kubota Corp,9144,Hydrogen Tank,NULL,3,NULL,0.0003,230,13
JP402E,EconsightEnergyPatent,Kumagai Gumi Co Ltd,786,Batteries in Mobility,NULL,1,NULL,0.0013,2,0
JP402E,EconsightEnergyPatent,Kumagai Gumi Co Ltd,786,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0013,2,0
JP60BP,EconsightEnergyPatent,Kumiai Chemical Industry Co Ltd,190,Hydrogen Generation and Storage,NULL,6,1,0.0316,7,1
JP60BP,EconsightEnergyPatent,Kumiai Chemical Industry Co Ltd,190,Fuel Cell Manufacturing,NULL,1,NULL,0.0053,7,1
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Green-Blue Hydrogen Production,NULL,2,2,0.0006,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Hydrogen Tank,NULL,1,NULL,0.0003,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,"Porous Carbon Electrode, Anode",NULL,50,6,0.0138,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Batteries in Mobility,NULL,26,6,0.0072,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Double Layer Capacitors in Mobility Applications,NULL,6,NULL,0.0017,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Double Layer Capacitors in Stationary Applications,NULL,1,NULL,0.0003,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Fuel Cell Manufacturing,NULL,7,3,0.0019,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Fuel Cell Stationary Power Systems,NULL,4,3,0.0011,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Fuel Cells in Mobility,NULL,5,1,0.0014,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Green-Blue Ammonia Production,NULL,1,1,0.0003,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,Hydrogen Generation and Storage,NULL,11,3,0.003,73,14
649766,EconsightEnergyPatent,Kuraray Co Ltd,3633,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,3,3,0.0008,73,14
649796,EconsightEnergyPatent,Kurita Water Industries Ltd,1749,Batteries in Mobility,NULL,3,NULL,0.0017,45,8
649796,EconsightEnergyPatent,Kurita Water Industries Ltd,1749,Double Layer Capacitors in Mobility Applications,NULL,5,NULL,0.0029,45,8
649796,EconsightEnergyPatent,Kurita Water Industries Ltd,1749,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0006,45,8
649796,EconsightEnergyPatent,Kurita Water Industries Ltd,1749,Fuel Cell Manufacturing,NULL,14,2,0.008,45,8
649796,EconsightEnergyPatent,Kurita Water Industries Ltd,1749,Fuel Cell Stationary Power Systems,NULL,1,1,0.0006,45,8
649796,EconsightEnergyPatent,Kurita Water Industries Ltd,1749,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,8,3,0.0046,45,8
649796,EconsightEnergyPatent,Kurita Water Industries Ltd,1749,Hydrogen Generation and Storage,NULL,26,7,0.0149,45,8
649796,EconsightEnergyPatent,Kurita Water Industries Ltd,1749,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,1,0.0006,45,8
649796,EconsightEnergyPatent,Kurita Water Industries Ltd,1749,Green-Blue Hydrogen Production,NULL,2,1,0.0011,45,8
649790,EconsightEnergyPatent,Kureha Corp,658,"Porous Carbon Electrode, Anode",NULL,37,7,0.0562,52,11
649790,EconsightEnergyPatent,Kureha Corp,658,Batteries in Mobility,NULL,33,9,0.0502,52,11
649790,EconsightEnergyPatent,Kureha Corp,658,Double Layer Capacitors in Mobility Applications,NULL,1,NULL,0.0015,52,11
649790,EconsightEnergyPatent,Kureha Corp,658,Fuel Cell Manufacturing,NULL,3,2,0.0046,52,11
649790,EconsightEnergyPatent,Kureha Corp,658,Hydrogen Generation and Storage,NULL,2,NULL,0.003,52,11
649790,EconsightEnergyPatent,Kureha Corp,658,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,NULL,0.0015,52,11
637422,EconsightEnergyPatent,Glory Ltd,1947,Fuel Cell Stationary Power Systems,NULL,1,NULL,0.0005,1,0
639870,EconsightEnergyPatent,Gunze Ltd,875,Batteries in Mobility,NULL,1,NULL,0.0011,2,0
639870,EconsightEnergyPatent,Gunze Ltd,875,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0011,2,0
649632,EconsightEnergyPatent,Koito Manufacturing Co Ltd,2961,Batteries in Mobility,NULL,7,2,0.0024,9,2
649632,EconsightEnergyPatent,Koito Manufacturing Co Ltd,2961,Battery Charger For Vehicle,NULL,2,NULL,0.0007,9,2
649632,EconsightEnergyPatent,Koito Manufacturing Co Ltd,2961,Fuel Cells in Mobility,NULL,2,NULL,0.0007,9,2
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Batteries in Mobility,NULL,80,15,0.0094,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Batteries in Stationary Applications,NULL,3,1,0.0004,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Battery Charger For Vehicle,NULL,28,10,0.0033,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Double Layer Capacitors in Mobility Applications,NULL,9,1,0.0011,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Double Layer Capacitors in Stationary Applications,NULL,1,NULL,0.0001,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,66,20,0.0077,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Fuel Cell Manufacturing,NULL,73,17,0.0085,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Fuel Cell Stationary Power Systems,NULL,17,2,0.002,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Fuel Cells in Mobility,NULL,45,10,0.0053,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Green Hydrogen,NULL,5,NULL,0.0006,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,30,1,0.0035,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Hydrogen Fueling Stations,NULL,44,16,0.0051,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Hydrogen Generation and Storage,NULL,175,32,0.0205,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,34,3,0.004,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Hydrogen Tank,NULL,44,20,0.0051,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,LOHC/MCH Liquid Organic Hydrogen Carrier,NULL,1,NULL,0.0001,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Green-Blue Hydrogen Production,NULL,51,7,0.006,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,Green-Blue Methanol Production,NULL,1,NULL,0.0001,367,77
649602,EconsightEnergyPatent,Kobe Steel Ltd,8544,"Porous Carbon Electrode, Anode",NULL,2,NULL,0.0002,367,77
649708,EconsightEnergyPatent,JTEKT Corp,5123,Batteries in Mobility,NULL,58,3,0.0113,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,Batteries in Stationary Applications,NULL,2,NULL,0.0004,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,Battery Charger For Vehicle,NULL,34,2,0.0066,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,Double Layer Capacitors in Mobility Applications,NULL,9,NULL,0.0018,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,Double Layer Capacitors in Stationary Applications,NULL,5,NULL,0.001,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,4,NULL,0.0008,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,Fuel Cell Manufacturing,NULL,39,7,0.0076,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,Fuel Cells in Mobility,NULL,27,8,0.0053,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,Hydrogen Fueling Stations,NULL,2,NULL,0.0004,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,Hydrogen Generation and Storage,NULL,29,10,0.0057,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,NULL,0.0002,130,20
649708,EconsightEnergyPatent,JTEKT Corp,5123,Hydrogen Tank,NULL,13,4,0.0025,130,20
B036Z2,EconsightEnergyPatent,Inpex Corp,75,Hydrogen Generation and Storage,NULL,26,1,0.3467,26,1
B036Z2,EconsightEnergyPatent,Inpex Corp,75,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,16,1,0.2133,26,1
B036Z2,EconsightEnergyPatent,Inpex Corp,75,Hydrogen Tank,NULL,1,NULL,0.0133,26,1
B036Z2,EconsightEnergyPatent,Inpex Corp,75,Green-Blue Hydrogen Production,NULL,18,NULL,0.24,26,1
B036Z2,EconsightEnergyPatent,Inpex Corp,75,Green-Blue Methanol Production,NULL,2,NULL,0.0267,26,1
B036Z2,EconsightEnergyPatent,Inpex Corp,75,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,13,1,0.1733,26,1
649650,EconsightEnergyPatent,Kokuyo Co Ltd,1302,Batteries in Stationary Applications,NULL,1,NULL,0.0008,1,0
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Batteries in Mobility,NULL,1,NULL,0.0013,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Batteries in Stationary Applications,NULL,1,NULL,0.0013,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Battery Charger For Vehicle,NULL,1,NULL,0.0013,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,3,NULL,0.0039,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Fuel Cell Stationary Power Systems,NULL,3,NULL,0.0039,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Fuel Cells in Mobility,NULL,2,NULL,0.0026,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,14,1,0.018,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Hydrogen Fueling Stations,NULL,1,NULL,0.0013,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Hydrogen Generation and Storage,NULL,37,4,0.0475,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,18,1,0.0231,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Fuel Cell Manufacturing,NULL,5,NULL,0.0064,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Green-Blue Hydrogen Production,NULL,21,2,0.027,43,4
622633,EconsightEnergyPatent,Cosmo Energy Holdings Co Ltd,779,Green-Blue Methanol Production,NULL,1,NULL,0.0013,43,4
649670,EconsightEnergyPatent,Konica Minolta Inc,18274,Batteries in Mobility,NULL,1,NULL,0.0001,20,7
649670,EconsightEnergyPatent,Konica Minolta Inc,18274,Batteries in Stationary Applications,NULL,17,6,0.0009,20,7
649670,EconsightEnergyPatent,Konica Minolta Inc,18274,Double Layer Capacitors in Stationary Applications,NULL,1,NULL,0.0001,20,7
649670,EconsightEnergyPatent,Konica Minolta Inc,18274,Fuel Cell Manufacturing,NULL,2,2,0.0001,20,7
649670,EconsightEnergyPatent,Konica Minolta Inc,18274,Fuel Cell Stationary Power Systems,NULL,1,1,0.0001,20,7
649670,EconsightEnergyPatent,Konica Minolta Inc,18274,Hydrogen Generation and Storage,NULL,1,NULL,0.0001,20,7
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Batteries in Mobility,NULL,114,20,0.0283,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Batteries in Stationary Applications,NULL,2,1,0.0005,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Battery Charger For Vehicle,NULL,71,14,0.0176,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Double Layer Capacitors in Mobility Applications,NULL,12,3,0.003,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Double Layer Capacitors in Stationary Applications,NULL,4,NULL,0.001,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,3,2,0.0007,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Fuel Cell Manufacturing,NULL,12,NULL,0.003,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Fuel Cells in Mobility,NULL,30,6,0.0074,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Hydrogen Fueling Stations,NULL,2,1,0.0005,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Hydrogen Generation and Storage,NULL,6,2,0.0015,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,2,2,0.0005,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,Hydrogen Tank,NULL,4,1,0.001,139,27
649658,EconsightEnergyPatent,Komatsu Ltd,4030,"Porous Carbon Electrode, Anode",NULL,1,NULL,0.0002,139,27
664247,EconsightEnergyPatent,Comsys Holdings Corp,40,Batteries in Stationary Applications,NULL,1,1,0.025,1,1
664247,EconsightEnergyPatent,Comsys Holdings Corp,40,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,1,0.025,1,1
JP505I,EconsightEnergyPatent,Colopl Inc,838,Batteries in Mobility,NULL,1,NULL,0.0012,1,0
JP505I,EconsightEnergyPatent,Colopl Inc,838,Batteries in Stationary Applications,NULL,1,NULL,0.0012,1,0
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,Green-Blue Hydrogen Production,NULL,2,NULL,0.006,29,2
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,"Porous Carbon Electrode, Anode",NULL,2,NULL,0.006,29,2
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,Batteries in Mobility,NULL,4,NULL,0.012,29,2
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,Batteries in Stationary Applications,NULL,2,NULL,0.006,29,2
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,Fuel Cell Manufacturing,NULL,17,1,0.0512,29,2
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,Fuel Cell Stationary Power Systems,NULL,3,NULL,0.009,29,2
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,Fuel Cells in Mobility,NULL,3,1,0.009,29,2
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,Green-Blue Ammonia Production,NULL,1,NULL,0.003,29,2
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,"Hydrogen Electrolyzer, Electrolysis, Electrochemical H2 Pump",NULL,4,NULL,0.012,29,2
676940,EconsightEnergyPatent,Sakai Chemical Industry Co Ltd,332,Hydrogen Generation and Storage,NULL,8,2,0.0241,29,2
676981,EconsightEnergyPatent,Sakata Seed Corp,258,Batteries in Mobility,NULL,1,NULL,0.0039,1,0
676981,EconsightEnergyPatent,Sakata Seed Corp,258,Battery Charger For Vehicle,NULL,1,NULL,0.0039,1,0
677757,EconsightEnergyPatent,Sato Holdings Corp,1244,Fuel Cell Stationary Power Systems,NULL,1,1,0.0008,1,1
677757,EconsightEnergyPatent,Sato Holdings Corp,1244,Hydrogen Generation and Storage,NULL,1,1,0.0008,1,1
677757,EconsightEnergyPatent,Sato Holdings Corp,1244,Fuel Cell Manufacturing,NULL,1,1,0.0008,1,1
677757,EconsightEnergyPatent,Sato Holdings Corp,1244,Green-Blue Hydrogen Production,NULL,1,1,0.0008,1,1
PJ056,EconsightEnergyPatent,Sumco Corp,1875,Hydrogen Generation and Storage,NULL,18,3,0.0096,18,3
PJ056,EconsightEnergyPatent,Sumco Corp,1875,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,4,NULL,0.0021,18,3
677482,EconsightEnergyPatent,Sanki Engineering Co Ltd,564,Batteries in Mobility,NULL,3,NULL,0.0053,19,0
677482,EconsightEnergyPatent,Sanki Engineering Co Ltd,564,Battery Charger For Vehicle,NULL,3,NULL,0.0053,19,0
677482,EconsightEnergyPatent,Sanki Engineering Co Ltd,564,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,16,NULL,0.0284,19,0
677530,EconsightEnergyPatent,Sankyo Tateyama Inc,1281,Batteries in Mobility,NULL,1,NULL,0.0008,2,0
677530,EconsightEnergyPatent,Sankyo Tateyama Inc,1281,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0008,2,0
677478,EconsightEnergyPatent,Sanken Electric Co Ltd,1285,Batteries in Mobility,NULL,1,NULL,0.0008,24,3
677478,EconsightEnergyPatent,Sanken Electric Co Ltd,1285,Batteries in Stationary Applications,NULL,16,2,0.0125,24,3
677478,EconsightEnergyPatent,Sanken Electric Co Ltd,1285,Double Layer Capacitors in Stationary Applications,NULL,1,NULL,0.0008,24,3
677478,EconsightEnergyPatent,Sanken Electric Co Ltd,1285,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,10,1,0.0078,24,3
677478,EconsightEnergyPatent,Sanken Electric Co Ltd,1285,Fuel Cell Stationary Power Systems,NULL,1,1,0.0008,24,3
677660,EconsightEnergyPatent,Santen Pharmaceutical Co Ltd,238,Hydrogen Generation and Storage,NULL,1,NULL,0.0042,1,0
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,Batteries in Mobility,NULL,152,20,0.0855,161,21
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,Batteries in Stationary Applications,NULL,5,1,0.0028,161,21
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,Battery Charger For Vehicle,NULL,12,NULL,0.0068,161,21
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,Double Layer Capacitors in Mobility Applications,NULL,4,NULL,0.0023,161,21
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,Double Layer Capacitors in Stationary Applications,NULL,2,1,0.0011,161,21
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0006,161,21
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,Hydrogen Generation and Storage,NULL,2,NULL,0.0011,161,21
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,Fuel Cell Manufacturing,NULL,1,NULL,0.0006,161,21
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,Fuel Cells in Mobility,NULL,1,NULL,0.0006,161,21
677680,EconsightEnergyPatent,Sanyo Chemical Industries Ltd,1777,"Porous Carbon Electrode, Anode",NULL,25,8,0.0141,161,21
677697,EconsightEnergyPatent,Sanyo Denki Co Ltd,304,Batteries in Stationary Applications,NULL,3,NULL,0.0099,5,0
677697,EconsightEnergyPatent,Sanyo Denki Co Ltd,304,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0033,5,0
677697,EconsightEnergyPatent,Sanyo Denki Co Ltd,304,Fuel Cell Stationary Power Systems,NULL,1,NULL,0.0033,5,0
677678,EconsightEnergyPatent,Sanwa Holdings Corp,1267,Batteries in Mobility,NULL,1,NULL,0.0008,1,0
677678,EconsightEnergyPatent,Sanwa Holdings Corp,1267,Battery Charger For Vehicle,NULL,1,NULL,0.0008,1,0
616005,EconsightEnergyPatent,CKD Corp,954,Batteries in Mobility,NULL,4,2,0.0042,9,3
616005,EconsightEnergyPatent,CKD Corp,954,Batteries in Stationary Applications,NULL,1,NULL,0.001,9,3
616005,EconsightEnergyPatent,CKD Corp,954,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,3,NULL,0.0031,9,3
616005,EconsightEnergyPatent,CKD Corp,954,Hydrogen Generation and Storage,NULL,1,1,0.001,9,3
616005,EconsightEnergyPatent,CKD Corp,954,"Hydrogen Piping, Pipelining, H2 LNG separation",NULL,1,1,0.001,9,3
616005,EconsightEnergyPatent,CKD Corp,954,Double Layer Capacitors in Stationary Applications,NULL,1,NULL,0.001,9,3
680468,EconsightEnergyPatent,Shionogi and Co Ltd,365,Hydrogen Generation and Storage,NULL,1,NULL,0.0027,1,0
680434,EconsightEnergyPatent,Shikoku Electric Power Co Inc,235,Batteries in Mobility,NULL,1,NULL,0.0043,6,0
680434,EconsightEnergyPatent,Shikoku Electric Power Co Inc,235,Batteries in Stationary Applications,NULL,1,NULL,0.0043,6,0
680434,EconsightEnergyPatent,Shikoku Electric Power Co Inc,235,Battery Charger For Vehicle,NULL,1,NULL,0.0043,6,0
680434,EconsightEnergyPatent,Shikoku Electric Power Co Inc,235,Fuel Cell Manufacturing,NULL,1,NULL,0.0043,6,0
680434,EconsightEnergyPatent,Shikoku Electric Power Co Inc,235,Hydrogen Generation and Storage,NULL,4,NULL,0.017,6,0
680434,EconsightEnergyPatent,Shikoku Electric Power Co Inc,235,Green-Blue Hydrogen Production,NULL,1,NULL,0.0043,6,0
688380,EconsightEnergyPatent,Sysmex Corp,1535,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0007,2,0
688380,EconsightEnergyPatent,Sysmex Corp,1535,Batteries in Mobility,NULL,1,NULL,0.0007,2,0
688380,EconsightEnergyPatent,Sysmex Corp,1535,Battery Charger For Vehicle,NULL,1,NULL,0.0007,2,0
680526,EconsightEnergyPatent,Shiseido Co Ltd,1881,Batteries in Mobility,NULL,1,NULL,0.0005,1,0
619730,EconsightEnergyPatent,Citizen Watch Co Ltd,2425,Fuel Cell Manufacturing,NULL,1,NULL,0.0004,9,1
619730,EconsightEnergyPatent,Citizen Watch Co Ltd,2425,Batteries in Stationary Applications,NULL,6,NULL,0.0025,9,1
619730,EconsightEnergyPatent,Citizen Watch Co Ltd,2425,"Energy Storage Devices (Mechanical, Water, Heat, Pressure)",NULL,1,NULL,0.0004,9,1
619730,EconsightEnergyPatent,Citizen Watch Co Ltd,2425,Fuel Cells in Mobility,NULL,1,1,0.0004,9,1
